"","state","puma","X","jpumarow","serialno.household","sex","age","educ","income","latino","black","asian","married","divorced","uscitizen","children","disability","militaryservice","employed","englishability","fips"
"9745",13,1101,535,11,2996405,1,52,9,37600,0,0,0,1,0,1,0,0,0,0,NA,13121
"9746",13,1101,535,11,4214047,0,58,15,91000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9747",13,1101,535,11,2241914,1,44,13,83000,0,0,0,1,0,1,1,0,0,1,NA,13121
"9748",13,1101,535,11,2663323,1,34,13,31500,0,0,0,1,0,1,1,0,0,1,NA,13121
"9749",13,1101,535,11,3455655,0,68,15,96100,0,0,0,1,0,1,0,0,1,0,NA,13121
"9750",13,1101,535,11,9126131,0,28,13,50000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9751",13,1101,535,11,8628362,1,59,10,0,0,0,0,1,0,1,0,0,0,0,NA,13121
"9752",13,1101,535,11,7866004,0,82,13,128600,0,0,0,1,0,1,0,0,1,0,NA,13121
"9753",13,1101,535,11,9073224,1,44,10,13000,0,0,0,0,0,1,1,1,0,0,NA,13121
"9754",13,1101,535,11,1260334,0,30,11,37000,0,0,1,0,0,1,0,0,0,1,1,13121
"9755",13,1101,535,11,1148217,1,26,13,27900,0,0,0,1,0,0,0,0,0,1,1,13121
"9756",13,1101,535,11,7367776,1,41,13,75000,0,0,0,0,0,1,1,0,0,1,NA,13121
"9757",13,1101,535,11,4385013,1,56,13,27000,0,0,0,1,0,1,0,1,0,1,NA,13121
"9758",13,1101,535,11,2160950,1,28,12,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"9759",13,1101,535,11,6845765,1,49,13,45000,0,0,0,0,0,1,0,0,0,1,NA,13121
"9760",13,1101,535,11,8447640,0,65,14,19100,1,0,0,1,0,1,0,0,1,0,NA,13121
"9761",13,1101,535,11,6004017,1,21,11,21000,0,0,0,0,0,1,0,0,0,1,NA,13121
"9762",13,1101,535,11,9079661,0,43,13,160000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9763",13,1101,535,11,4217518,1,53,11,0,0,0,0,1,0,1,0,0,0,0,NA,13121
"9764",13,1101,535,11,1647552,1,46,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"9765",13,1101,535,11,8606984,0,49,13,76200,0,0,0,1,0,1,0,0,1,1,NA,13121
"9766",13,1101,535,11,5015493,0,42,13,130000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9767",13,1101,535,11,8499053,1,45,12,15000,0,0,0,1,0,0,1,0,0,1,NA,13121
"9768",13,1101,535,11,8526755,1,39,13,45720,0,0,0,0,0,1,1,0,0,1,NA,13121
"9769",13,1101,535,11,423122,0,43,14,315000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9770",13,1101,535,11,21200,1,24,13,26000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9771",13,1101,535,11,8642107,1,33,13,10000,0,0,0,1,0,1,1,0,0,0,NA,13121
"9772",13,1101,535,11,5588801,0,30,13,17000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9773",13,1101,535,11,9953411,1,41,13,60000,0,0,0,1,0,1,1,0,0,1,NA,13121
"9774",13,1101,535,11,7030102,0,38,13,15000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9775",13,1101,535,11,9730900,0,56,11,47250,0,0,0,1,0,1,0,0,1,0,NA,13121
